Address,DateTime,Number,Type,Category
,2017-10-14,2017-00017450,Traffic Stop,Traffic
,2017-10-14,2017-00000749,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-14,2017-00003371,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD / CROZIER RD,2017-10-14,2017-00017452,Traffic Stop,Traffic
RINER RD  / CHILDRESS RD,2017-10-15,2017-00017458,Reckless Driving,Traffic
RINER RD  / CHILDRESS RD,2017-10-15,2017-00023641,Reckless Driving,Traffic
4900 BLOCK PRICES FORK RD,2017-10-15,2017-00017462,Traffic Stop,Traffic
4600 BLOCK PRICES FORK RD,2017-10-15,2017-00017463,Traffic Stop,Traffic
TRUMAN AVE  / RADFORD RD,2017-10-15,2017-00017473,Traffic Hazard,Traffic
GEORGES RUN RD  / MOUNT PLEASANT RD,2017-10-15,2017-00017480,Traffic Stop,Traffic
8500 BLOCK ROANOKE RD,2017-10-15,2017-00017481,Hit and Run,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-15,2017-00015929,Motor Vehicle Crash- W/Injuries,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-15,2017-00000817,Motor Vehicle Crash- W/Injuries,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-15,2017-00002537,Motor Vehicle Crash- W/Injuries,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-15,2017-00017484,Motor Vehicle Crash- W/Injuries,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-15,2017-00002538,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD / RIFFE ST,2017-10-15,2017-00017486,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-10-15,2017-00023671,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-15,2017-00017492,Traffic Stop,Traffic
,2017-10-16,2017-00017498,Traffic Hazard,Traffic
2700 BLOCK RUTHERFORD DR,2017-10-16,2017-00017510,Reckless Driving,Traffic
7600 BLOCK ROANOKE RD,2017-10-16,2017-00017516,Traffic Stop,Traffic
PEPPERS FERRY RD / SHAMROCK CIR,2017-10-16,2017-00017523,Traffic Stop,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-10-16,2017-00017524,Traffic Stop,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2017-10-16,2017-00017525,Radar,Traffic
ROANOKE RD  / GRAHAM ST,2017-10-16,2017-00017527,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-10-16,2017-00017529,Motor Vehicle Crash,Traffic
ROANOKE RD / RIFFE ST,2017-10-16,2017-00017530,Traffic Stop,Traffic
BRAKE RD  / COLES RD,2017-10-16,2017-00017534,Traffic Stop,Traffic
700 BLOCK BRAKE RD,2017-10-16,2017-00017535,Traffic Stop,Traffic
,2017-10-16,2017-00017544,Traffic Stop,Traffic
3800 BLOCK RADFORD RD,2017-10-16,2017-00017547,Traffic Stop,Traffic
MERRIMAC RD  / CRANBERRY LN,2017-10-16,2017-00017553,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-10-17,2017-00017558,Traffic Stop,Traffic
3800 BLOCK MCCOY RD,2017-10-17,2017-00017565,Reckless Driving,Traffic
3800 BLOCK MCCOY RD,2017-10-17,2017-00016008,Reckless Driving,Traffic
2200 BLOCK CATAWBA RD,2017-10-17,2017-00017571,Motor Vehicle Crash,Traffic
HIGH ROCK HILL RD / PILOT RD,2017-10-17,2017-00017577,Radar,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-10-17,2017-00017597,Motor Vehicle Crash,Traffic
RADFORD RD  / FIRE TOWER RD,2017-10-17,2017-00017601,Motor Vehicle Crash,Traffic
GRAYSONTOWN RD  / INDIAN VALLEY RD,2017-10-17,2017-00017611,Motor Vehicle Crash,Traffic
ROANOKE RD  / GARDNER ST,2017-10-17,2017-00017618,Reckless Driving,Traffic
4000 BLOCK RINER RD,2017-10-17,2017-00017619,DUI,Traffic
3900 BLOCK SOUTH MAIN ST,2017-10-17,2017-00016038,Traffic Stop,Traffic
INDIAN VALLEY RD  / VIA MORA,2017-10-17,2017-00017620,Motor Vehicle Crash,Traffic
ADAMS MARKE DR  / MERRIMAC RD,2017-10-18,2017-00023847,Traffic Stop,Traffic
MERRIMAC RD  / ADAMS MARKE DR,2017-10-18,2017-00023848,Traffic Stop,Traffic
LIFE DR  / RINER RD,2017-10-18,2017-00017645,Traffic Stop,Traffic
FAIRVIEW CHURCH RD  / PINEY WOODS RD,2017-10-18,2017-00000142,Motor Vehicle Crash- W/Injuries,Traffic
FAIRVIEW CHURCH RD  / PINEY WOODS RD,2017-10-18,2017-00000494,Motor Vehicle Crash- W/Injuries,Traffic
FAIRVIEW CHURCH RD  / PINEY WOODS RD,2017-10-18,2017-00017646,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-10-18,2017-00023895,Traffic Stop,Traffic
1500 BLOCK WALTON RD,2017-10-18,2017-00017680,Motor Vehicle Crash,Traffic
1500 BLOCK WALTON RD,2017-10-18,2017-00000753,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK WALTON RD,2017-10-18,2017-00003402,Motor Vehicle Crash- W/Injuries,Traffic
NEWTOWN RD / JOHN FARM RD,2017-10-18,2017-00017684,Traffic Hazard,Traffic
ROANOKE RD / FRIENDSHIP RD,2017-10-19,2017-00017705,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-10-19,2017-00017707,Reckless Driving,Traffic
400 BLOCK MAXINE ST,2017-10-19,2017-00017708,Motor Vehicle Crash,Traffic
PRICES FORK RD  / MCCOY RD,2017-10-19,2017-00017712,Reckless Driving,Traffic
CEDAR RUN RD  / JENNELLE RD,2017-10-19,2017-00016119,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2017-10-19,2017-00017730,Hit and Run,Traffic
5500 BLOCK PINEY WOODS RD,2017-10-19,2017-00017733,Reckless Driving,Traffic
7600 BLOCK ROANOKE RD,2017-10-19,2017-00017736,Reckless Driving,Traffic
VICKER SWITCH RD  / SWITCHBACK RD,2017-10-19,2017-00017744,Traffic Hazard,Traffic
,2017-10-19,2017-00016143,Motor Vehicle Crash,Traffic
,2017-10-19,2017-00023980,Motor Vehicle Crash,Traffic
,2017-10-19,2017-00017749,Motor Vehicle Crash,Traffic
MOUNT TABOR RD  / SHADY GROVE LN,2017-10-19,2017-00017750,Traffic Hazard,Traffic
3900 BLOCK SOUTH MAIN ST,2017-10-19,2017-00017751,Traffic Stop,Traffic
200 BLOCK FRIENDSHIP RD,2017-10-19,2017-00000194,Motor Vehicle Crash- W/Injuries,Traffic
200 BLOCK FRIENDSHIP RD,2017-10-19,2017-00000700,Motor Vehicle Crash- W/Injuries,Traffic
200 BLOCK FRIENDSHIP RD,2017-10-19,2017-00017755,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK RINER RD,2017-10-19,2017-00017760,Reckless Driving,Traffic
3300 BLOCK RINER RD,2017-10-19,2017-00023990,Reckless Driving,Traffic
SMITH CREEK RD  / RINER RD,2017-10-19,2017-00017761,Traffic Stop,Traffic
1300 BLOCK WALTON RD,2017-10-20,2017-00017771,Motor Vehicle Crash,Traffic
2600 BLOCK MEADOW CREEK RD,2017-10-20,2017-00017776,Motor Vehicle Crash- W/Injuries,Traffic
2600 BLOCK MEADOW CREEK RD,2017-10-20,2017-00000143,Motor Vehicle Crash- W/Injuries,Traffic
2600 BLOCK MEADOW CREEK RD,2017-10-20,2017-00000498,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK RINER RD,2017-10-20,2017-00017779,Motor Vehicle Crash,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-10-20,2017-00017788,Reckless Driving,Traffic
MEADOW CREEK RD / TYLER RD,2017-10-20,2017-00017792,Traffic Hazard,Traffic
FLICK DR / ALLEGHANY SPRING RD,2017-10-20,2017-00017802,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2017-10-20,2017-00017804,Reckless Driving,Traffic
4400 BLOCK FAIRVIEW DR,2017-10-20,2017-00017806,Motor Vehicle Crash- W/Injuries,Traffic
4400 BLOCK FAIRVIEW DR,2017-10-20,2017-00000144,Motor Vehicle Crash- W/Injuries,Traffic
4400 BLOCK FAIRVIEW DR,2017-10-20,2017-00000502,Motor Vehicle Crash- W/Injuries,Traffic
2700 BLOCK NORTH FORK RD,2017-10-20,2017-00017810,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD / DOMINION DR,2017-10-20,2017-00024050,Traffic Stop,Traffic
,2017-10-20,2017-00024053,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-20,2017-00017818,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2017-10-20,2017-00017819,Traffic Hazard,Traffic
4300 BLOCK PRICES FORK RD,2017-10-20,2017-00017820,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2017-10-20,2017-00017825,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2017-10-20,2017-00016230,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-21,2017-00017826,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-10-21,2017-00017828,Traffic Stop,Traffic
RADFORD RD / PLUM CREEK RD,2017-10-21,2017-00017829,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2017-10-21,2017-00017833,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2017-10-21,2017-00017835,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2017-10-21,2017-00017836,Traffic Stop,Traffic
WALTON RD  / RADFORD RD,2017-10-21,2017-00017840,Traffic Stop,Traffic
RADFORD RD / PLUM CREEK RD,2017-10-21,2017-00017842,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2017-10-21,2017-00017845,Traffic Stop,Traffic
,2017-10-21,2017-00024077,Traffic Stop,Traffic
,2017-10-21,2017-00002592,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00017847,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00000845,Motor Vehicle Crash- W/Injuries,Traffic
6500 BLOCK STONES KEEP LN,2017-10-21,2017-00017848,Reckless Driving,Traffic
PRICES FORK RD  / STRATFORD VIEW DR,2017-10-21,2017-00017849,Reckless Driving,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-10-21,2017-00017851,Traffic Hazard,Traffic
5000 BLOCK PILOT RD,2017-10-21,2017-00017855,Traffic Stop,Traffic
4700 BLOCK OLD PIKE RD,2017-10-21,2017-00017856,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2017-10-21,2017-00024090,Traffic Stop,Traffic
RADFORD RD / LYNNWOOD LN,2017-10-21,2017-00024091,Reckless Driving,Traffic
2000 BLOCK MUD PIKE,2017-10-21,2017-00017857,Traffic Stop,Traffic
6000 BLOCK RINER RD,2017-10-21,2017-00000145,Motor Vehicle Crash- W/Injuries,Traffic
6000 BLOCK RINER RD,2017-10-21,2017-00000504,Motor Vehicle Crash- W/Injuries,Traffic
6000 BLOCK RINER RD,2017-10-21,2017-00017858,Motor Vehicle Crash- W/Injuries,Traffic
6000 BLOCK RINER RD,2017-10-21,2017-00001013,Motor Vehicle Crash- W/Injuries,Traffic
6900 BLOCK ROANOKE RD,2017-10-21,2017-00017867,Traffic Stop,Traffic
CLAY ST  / CEDAR ORCHARD DR,2017-10-21,2017-00017873,Traffic Hazard,Traffic
,2017-10-21,2017-00016304,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00017874,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00024119,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00000757,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00003430,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00024121,Motor Vehicle Crash,Traffic
,2017-10-21,2017-00000758,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-21,2017-00003431,Motor Vehicle Crash- W/Injuries,Traffic
SOUTH MAIN ST / JENNELLE RD,2017-10-21,2017-00024141,Reckless Driving,Traffic
4500 BLOCK PILOT RD,2017-10-22,2017-00017897,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2017-10-22,2017-00017903,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2017-10-22,2017-00017905,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2017-10-22,2017-00017906,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2017-10-22,2017-00017907,Traffic Stop,Traffic
3800 BLOCK RADFORD RD,2017-10-22,2017-00017909,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-22,2017-00017920,Traffic Stop,Traffic
4000 BLOCK PANDAPAS POND RD,2017-10-22,2017-00017929,Traffic Stop,Traffic
2200 BLOCK GREEN HILL LN,2017-10-22,2017-00017932,Motor Vehicle Crash,Traffic
5100 BLOCK NORTH FORK RD,2017-10-22,2017-00017937,Motor Vehicle Crash,Traffic
4000 BLOCK RINER RD,2017-10-22,2017-00017938,DUI,Traffic
RINER RD  / UNION VALLEY RD,2017-10-22,2017-00017942,Traffic Stop,Traffic
000 BLOCK FORK RD INTERSTATE 81 S RAMP,2017-10-22,2017-00017943,Traffic Stop,Traffic
10400 BLOCK ROANOKE RD,2017-10-22,2017-00017946,Traffic Stop,Traffic
900 BLOCK WALTON RD,2017-10-22,2017-00017949,Traffic Stop,Traffic
,2017-10-22,2017-00017950,Traffic Hazard,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-10-23,2017-00017952,Traffic Stop,Traffic
TYLER RD / MEADOW CREEK RD,2017-10-23,2017-00017956,Reckless Driving,Traffic
4300 BLOCK RINER RD,2017-10-23,2017-00017961,Traffic Stop,Traffic
3600 BLOCK PRICES FORK RD,2017-10-23,2017-00000854,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PRICES FORK RD,2017-10-23,2017-00002604,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PRICES FORK RD,2017-10-23,2017-00017963,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PRICES FORK RD,2017-10-23,2017-00000102,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK GRAYSONTOWN RD,2017-10-23,2017-00017972,Reckless Driving,Traffic
1000 BLOCK HIGH ROCK HILL RD,2017-10-23,2017-00017974,Radar,Traffic
200 BLOCK MERRIMAC RD,2017-10-23,2017-00024252,Motor Vehicle Crash,Traffic
200 BLOCK MERRIMAC RD,2017-10-23,2017-00017982,Motor Vehicle Crash,Traffic
2300 BLOCK TYLER RD,2017-10-23,2017-00017985,Motor Vehicle Crash,Traffic
2900 BLOCK FAIRVIEW CHURCH RD,2017-10-23,2017-00017990,Motor Vehicle Crash,Traffic
1000 BLOCK HIGH ROCK HILL RD,2017-10-23,2017-00018002,Motor Vehicle Crash,Traffic
BELVIEW DR  / PEPPERS FERRY RD,2017-10-23,2017-00018004,Motor Vehicle Crash,Traffic
GLADE RD  / BUCKSHOT LN,2017-10-23,2017-00018005,Traffic Hazard,Traffic
4000 BLOCK PRICES FORK RD,2017-10-23,2017-00018006,Reckless Driving,Traffic
2900 BLOCK RADFORD RD,2017-10-23,2017-00018010,Traffic Hazard,Traffic
,2017-10-23,2017-00000763,Motor Vehicle Crash- W/Injuries,Traffic
,2017-10-23,2017-00003461,Motor Vehicle Crash- W/Injuries,Traffic
MCCOY RD  / WAKE FOREST RD,2017-10-23,2017-00018011,Traffic Hazard,Traffic
ROANOKE RD / FRIENDSHIP RD,2017-10-23,2017-00018024,Traffic Stop,Traffic
ROANOKE RD  / SENECA HOLLOW RD,2017-10-24,2017-00018027,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-10-24,2017-00024300,Traffic Stop,Traffic
CENTERVILLE CIR / AMBER RD,2017-10-24,2017-00018029,Traffic Hazard,Traffic
3800 BLOCK TYLER RD,2017-10-24,2017-00018039,Motor Vehicle Crash,Traffic
ROANOKE RD  / GINGERBREAD RD,2017-10-24,2017-00018043,Traffic Hazard,Traffic
DUKE LN  / BRAKE RD,2017-10-24,2017-00018048,Traffic Stop,Traffic
CINNABAR RD / AURORA LN,2017-10-24,2017-00018051,Traffic Stop,Traffic
RADFORD RD  / BLAIR ST,2017-10-24,2017-00018056,Reckless Driving,Traffic
RADFORD RD  / BLAIR ST,2017-10-24,2017-00024350,Reckless Driving,Traffic
ROANOKE RD / NORTH FORK RD,2017-10-24,2017-00018082,Reckless Driving,Traffic
ALLEGHANY SPRING RD  / SLUSHER LN,2017-10-24,2017-00018097,Traffic Stop,Traffic
MERRIMAC RD  / REMINGTON RD,2017-10-25,2017-00018101,Traffic Hazard,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-10-25,2017-00018103,Motor Vehicle Crash,Traffic
2600 BLOCK ELLETT RD,2017-10-25,2017-00018104,Motor Vehicle Crash,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-10-25,2017-00018109,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2017-10-25,2017-00018111,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-10-25,2017-00018112,Motor Vehicle Crash,Traffic
4700 BLOCK STRALEY VLY,2017-10-25,2017-00018122,Reckless Driving,Traffic
DRY VALLEY RD / SHANKLIN DR,2017-10-25,2017-00018140,Traffic Hazard,Traffic
ROCK RD / RADFORD RD,2017-10-25,2017-00018154,Reckless Driving,Traffic
2200 BLOCK PEPPERS FERRY RD,2017-10-25,2017-00018156,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK PEPPERS FERRY RD,2017-10-25,2017-00000768,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK PEPPERS FERRY RD,2017-10-25,2017-00003485,Motor Vehicle Crash- W/Injuries,Traffic
RADFORD RD  / FIRE TOWER RD,2017-10-25,2017-00018160,Traffic Stop,Traffic
1700 BLOCK CATAWBA RD,2017-10-25,2017-00018162,Motor Vehicle Crash,Traffic
1900 BLOCK PEPPERS FERRY RD,2017-10-25,2017-00018169,Traffic Stop,Traffic
2700 BLOCK RADFORD RD,2017-10-25,2017-00018170,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2017-10-25,2017-00018171,Traffic Stop,Traffic
3000 BLOCK RINER RD,2017-10-25,2017-00018172,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-25,2017-00018174,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-26,2017-00018177,Traffic Stop,Traffic
THOMAS LN  / WALLS BRANCH RD,2017-10-26,2017-00018178,Traffic Stop,Traffic
VICKER SWITCH RD  / EASY ST,2017-10-26,2017-00018180,Traffic Stop,Traffic
PRICES FORK RD  / BROOKSFIELD RD,2017-10-26,2017-00018184,Traffic Stop,Traffic
3900 BLOCK FIVE POINTS RD,2017-10-26,2017-00018188,Motor Vehicle Crash,Traffic
800 BLOCK WALTON RD,2017-10-26,2017-00018191,Traffic Hazard,Traffic
ALLEGHANY SPRING RD / ROANOKE RD,2017-10-26,2017-00018204,Traffic Stop,Traffic
FLICK DR / ALLEGHANY SPRING RD,2017-10-26,2017-00018206,Traffic Stop,Traffic
HARDING RD / WRIGHTS WAY,2017-10-26,2017-00016574,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2017-10-26,2017-00018218,Traffic Stop,Traffic
MERRIMAC RD  / HAYWOOD LN,2017-10-26,2017-00018221,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-10-26,2017-00018238,Reckless Driving,Traffic
4300 BLOCK PRICES FORK RD,2017-10-26,2017-00018239,Motor Vehicle Crash,Traffic
,2017-10-26,2017-00016604,Reckless Driving,Traffic
,2017-10-26,2017-00018240,Reckless Driving,Traffic
4300 BLOCK PRICES FORK RD,2017-10-26,2017-00018242,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-10-26,2017-00024541,Traffic Stop,Traffic
PRICES FORK RD  / THOMAS LN,2017-10-26,2017-00018244,Traffic Stop,Traffic
RINER RD  / UNION VALLEY RD,2017-10-26,2017-00020164,Reckless Driving,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018245,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018246,Traffic Stop,Traffic
BROOKSFIELD RD  / PRICES FORK RD,2017-10-27,2017-00018247,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018248,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018250,Traffic Stop,Traffic
3500 BLOCK RINER RD,2017-10-27,2017-00018252,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-10-27,2017-00024558,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-10-27,2017-00016622,Radar,Traffic
,2017-10-27,2017-00018264,Reckless Driving,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018265,Traffic Stop,Traffic
5000 BLOCK PILOT RD,2017-10-27,2017-00018271,Radar,Traffic
MEADOW CREEK RD  / CHILDRESS RD,2017-10-27,2017-00018272,Traffic Stop,Traffic
FAWN LN  / PILOT RD,2017-10-27,2017-00018276,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-10-27,2017-00018277,Traffic Stop,Traffic
CRAIG CREEK RD / PANDAPAS POND RD,2017-10-27,2017-00018285,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2017-10-27,2017-00018287,Traffic Stop,Traffic
400 BLOCK CONSTITUTION RD,2017-10-27,2017-00024587,Reckless Driving,Traffic
4100 BLOCK PANDAPAS POND RD,2017-10-27,2017-00018290,Traffic Stop,Traffic
FIVE POINTS RD  / RINER RD,2017-10-27,2017-00018291,Traffic Stop,Traffic
BRUSH MTN RD  / MTN MISSION CHURCH RD,2017-10-27,2017-00018292,Traffic Stop,Traffic
BRAKE RD  / DUKE LN,2017-10-27,2017-00018295,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018296,Traffic Stop,Traffic
5400 BLOCK ROANOKE RD,2017-10-27,2017-00018300,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018303,Traffic Stop,Traffic
400 BLOCK 460 BYPASS WBL FALLING BRANCH RD SE,2017-10-27,2017-00024603,Motor Vehicle Crash,Traffic
400 BLOCK 460 BYPASS WBL FALLING BRANCH RD SE,2017-10-27,2017-00016655,Motor Vehicle Crash,Traffic
RADFORD RD / RUFFIN RD,2017-10-27,2017-00018317,Traffic Stop,Traffic
RADFORD RD / LYNNWOOD LN,2017-10-27,2017-00018321,Traffic Stop,Traffic
2000 BLOCK WAKE FOREST RD,2017-10-27,2017-00018329,Traffic Hazard,Traffic
THOMAS LN  / HILLMAN LN,2017-10-27,2017-00018326,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018328,Traffic Stop,Traffic
RADFORD RD  / WALTON RD,2017-10-27,2017-00018332,Traffic Stop,Traffic
THOMAS LN  / WALLS BRANCH RD,2017-10-27,2017-00018333,Traffic Stop,Traffic
4700 BLOCK PRICES FORK RD,2017-10-27,2017-00018335,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018336,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018338,Traffic Stop,Traffic
,2017-10-27,2017-00024621,Traffic Stop,Traffic
ROCK RD / BURBANK ST,2017-10-27,2017-00018341,Traffic Stop,Traffic
1500 BLOCK HORNSBY DR,2017-10-27,2017-00018342,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-10-27,2017-00018343,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018345,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-10-27,2017-00018346,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-27,2017-00018347,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2017-10-27,2017-00018350,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018351,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-10-27,2017-00018352,Traffic Stop,Traffic
RADFORD RD / ROCK RD,2017-10-27,2017-00018353,Traffic Stop,Traffic
BLAIR ST  / GRIM ST,2017-10-27,2017-00018354,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-10-27,2017-00018355,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-27,2017-00018356,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2017-10-28,2017-00018358,Traffic Hazard,Traffic
1600 BLOCK PEPPERS FERRY RD,2017-10-28,2017-00024630,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-28,2017-00018361,Traffic Stop,Traffic
TYLER RD  / LOVELY MOUNT DR,2017-10-28,2017-00018363,Traffic Stop,Traffic
TYLER RD / MEADOW CREEK RD,2017-10-28,2017-00018364,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-10-28,2017-00018369,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2017-10-28,2017-00024642,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-28,2017-00018377,Traffic Stop,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2017-10-28,2017-00018382,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-10-28,2017-00018392,Traffic Stop,Traffic
3100 BLOCK MUD PIKE,2017-10-28,2017-00018393,Traffic Stop,Traffic
WALTON RD  / CABOOSE RD,2017-10-28,2017-00018395,Traffic Stop,Traffic
CHRISMAN MILL RD  / DOMINION DR,2017-10-28,2017-00018396,Traffic Stop,Traffic
3800 BLOCK RINER RD,2017-10-28,2017-00018398,Traffic Stop,Traffic
2500 BLOCK TYLER RD,2017-10-28,2017-00018399,Traffic Stop,Traffic
SOUTH MAIN ST / TRIANGLE ST,2017-10-28,2017-00018400,Motor Vehicle Crash- W/Injuries,Traffic
SOUTH MAIN ST / TRIANGLE ST,2017-10-28,2017-00000880,Motor Vehicle Crash- W/Injuries,Traffic
SOUTH MAIN ST / TRIANGLE ST,2017-10-28,2017-00002659,Motor Vehicle Crash- W/Injuries,Traffic
SOUTH MAIN ST / TRIANGLE ST,2017-10-28,2017-00016734,Motor Vehicle Crash- W/Injuries,Traffic
MEADOW CREEK RD / TYLER RD,2017-10-28,2017-00018401,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-10-28,2017-00018402,Traffic Stop,Traffic
1600 BLOCK BLAIR ST,2017-10-28,2017-00018409,Reckless Driving,Traffic
6600 BLOCK ROANOKE RD,2017-10-28,2017-00018412,Traffic Stop,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-10-28,2017-00018418,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-10-28,2017-00000883,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-10-28,2017-00002665,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2017-10-28,2017-00000046,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2017-10-28,2017-00018421,DUI,Traffic
,2017-10-28,2017-00018422,Hit and Run,Traffic
RADFORD RD / LYNNWOOD LN,2017-10-29,2017-00018426,Traffic Stop,Traffic
RADFORD RD / LYNNWOOD LN,2017-10-29,2017-00024704,Traffic Stop,Traffic
