tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
51710000100,51,VA,710,Norfolk city,000100,"1,043",7,313,2.2%,14,"1,238",1.1%,27,206,13.1%,5.7%,-0.7%
51710000201,51,VA,710,Norfolk city,000201,"1,475",13,372,3.5%,31,"1,502",2.1%,57,245,23.3%,5.7%,-0.7%
51710000202,51,VA,710,Norfolk city,000202,"1,537",41,777,5.3%,45,"1,656",2.7%,174,512,34.0%,5.7%,-0.7%
51710000300,51,VA,710,Norfolk city,000300,"1,476",13,470,2.8%,37,"1,637",2.3%,54,310,17.4%,5.7%,-0.7%
51710000400,51,VA,710,Norfolk city,000400,"2,105",12,501,2.4%,164,"2,123",7.7%,51,330,15.5%,5.7%,-0.7%
51710000500,51,VA,710,Norfolk city,000500,"1,369",30,631,4.8%,49,"1,390",3.5%,129,416,31.0%,5.7%,-0.7%
51710000600,51,VA,710,Norfolk city,000600,"1,498",27,619,4.4%,20,"1,852",1.1%,117,408,28.7%,5.7%,-0.7%
51710000700,51,VA,710,Norfolk city,000700,"1,183",25,593,4.2%,8,"1,245",0.6%,106,391,27.1%,5.7%,-0.7%
51710000800,51,VA,710,Norfolk city,000800,878,6,266,2.3%,2,961,0.2%,27,175,15.4%,5.7%,-0.7%
51710000900,51,VA,710,Norfolk city,000900,"1,133",1,17,5.9%,3,"1,697",0.2%,3,11,27.3%,5.7%,-0.7%
51710001100,51,VA,710,Norfolk city,001100,"1,224",12,208,5.8%,11,"1,268",0.9%,50,137,36.5%,5.7%,-0.7%
51710001200,51,VA,710,Norfolk city,001200,"1,634",7,533,1.3%,14,"1,786",0.8%,30,351,8.5%,5.7%,-0.7%
51710001300,51,VA,710,Norfolk city,001300,"1,193",10,179,5.6%,0,"1,326",0.0%,43,118,36.4%,5.7%,-0.7%
51710001400,51,VA,710,Norfolk city,001400,923,5,165,3.0%,5,"1,069",0.5%,20,109,18.3%,5.7%,-0.7%
51710001500,51,VA,710,Norfolk city,001500,"1,006",8,357,2.2%,6,949,0.6%,33,235,14.0%,5.7%,-0.7%
51710001600,51,VA,710,Norfolk city,001600,807,22,299,7.4%,7,777,0.9%,93,197,47.2%,5.7%,-0.7%
51710001700,51,VA,710,Norfolk city,001700,986,2,190,1.1%,5,"1,193",0.4%,7,125,5.6%,5.7%,-0.7%
51710001800,51,VA,710,Norfolk city,001800,387,2,220,0.9%,4,379,1.1%,9,145,6.2%,5.7%,-0.7%
51710001900,51,VA,710,Norfolk city,001900,289,4,178,2.2%,1,273,0.4%,15,117,12.8%,5.7%,-0.7%
51710002000,51,VA,710,Norfolk city,002000,578,11,267,4.1%,1,529,0.2%,46,176,26.1%,5.7%,-0.7%
51710002100,51,VA,710,Norfolk city,002100,576,8,328,2.4%,0,682,0.0%,32,216,14.8%,5.7%,-0.7%
51710002200,51,VA,710,Norfolk city,002200,391,4,278,1.4%,4,445,0.9%,15,183,8.2%,5.7%,-0.7%
51710002300,51,VA,710,Norfolk city,002300,982,6,419,1.4%,3,838,0.4%,24,276,8.7%,5.7%,-0.7%
51710002400,51,VA,710,Norfolk city,002400,"1,319",7,868,0.8%,13,"1,319",1.0%,24,572,4.2%,5.7%,-0.7%
51710002500,51,VA,710,Norfolk city,002500,917,23,293,7.8%,10,"1,072",0.9%,101,193,52.3%,5.7%,-0.7%
51710002600,51,VA,710,Norfolk city,002600,815,5,123,4.1%,11,"1,167",0.9%,23,81,28.4%,5.7%,-0.7%
51710002700,51,VA,710,Norfolk city,002700,996,22,304,7.2%,38,"1,109",3.4%,95,200,47.5%,5.7%,-0.7%
51710002800,51,VA,710,Norfolk city,002800,"1,724",24,977,2.5%,21,"1,846",1.1%,102,644,15.8%,5.7%,-0.7%
51710002900,51,VA,710,Norfolk city,002900,"1,449",31,434,7.1%,80,"1,613",5.0%,133,286,46.5%,5.7%,-0.7%
51710003000,51,VA,710,Norfolk city,003000,773,17,466,3.6%,17,881,1.9%,72,307,23.5%,5.7%,-0.7%
51710003100,51,VA,710,Norfolk city,003100,"1,194",43,542,7.9%,18,"1,293",1.4%,185,357,51.8%,5.7%,-0.7%
51710003200,51,VA,710,Norfolk city,003200,994,57,659,8.6%,19,"1,107",1.7%,246,434,56.7%,5.7%,-0.7%
51710003300,51,VA,710,Norfolk city,003300,934,49,574,8.5%,11,975,1.1%,214,378,56.6%,5.7%,-0.7%
51710003400,51,VA,710,Norfolk city,003400,750,34,372,9.1%,49,884,5.5%,149,245,60.8%,5.7%,-0.7%
51710003501,51,VA,710,Norfolk city,003501,944,23,223,10.3%,55,"1,003",5.5%,100,147,68.0%,5.7%,-0.7%
51710003502,51,VA,710,Norfolk city,003502,246,6,77,7.8%,9,338,2.7%,25,51,49.0%,5.7%,-0.7%
51710003600,51,VA,710,Norfolk city,003600,360,1,173,0.6%,0,724,0.0%,3,114,2.6%,5.7%,-0.7%
51710003700,51,VA,710,Norfolk city,003700,"1,243",5,445,1.1%,10,"1,324",0.8%,20,293,6.8%,5.7%,-0.7%
51710003800,51,VA,710,Norfolk city,003800,"1,240",5,524,1.0%,14,"1,195",1.2%,20,345,5.8%,5.7%,-0.7%
51710003900,51,VA,710,Norfolk city,003900,171,1,76,1.3%,1,335,0.3%,5,50,10.0%,5.7%,-0.7%
51710004001,51,VA,710,Norfolk city,004001,654,4,378,1.1%,0,611,0.0%,15,249,6.0%,5.7%,-0.7%
51710004002,51,VA,710,Norfolk city,004002,"1,602",5,378,1.3%,6,"1,690",0.4%,19,249,7.6%,5.7%,-0.7%
51710004100,51,VA,710,Norfolk city,004100,771,1,23,4.3%,0,775,0.0%,4,15,26.7%,5.7%,-0.7%
51710004200,51,VA,710,Norfolk city,004200,619,2,21,9.5%,1,655,0.2%,8,14,57.1%,5.7%,-0.7%
51710004300,51,VA,710,Norfolk city,004300,"1,303",17,241,7.1%,79,"1,493",5.3%,74,159,46.5%,5.7%,-0.7%
51710004400,51,VA,710,Norfolk city,004400,"1,058",16,235,6.8%,16,685,2.3%,68,155,43.9%,5.7%,-0.7%
51710004500,51,VA,710,Norfolk city,004500,410,34,521,6.5%,6,558,1.1%,145,343,42.3%,5.7%,-0.7%
51710004600,51,VA,710,Norfolk city,004600,829,22,244,9.0%,17,783,2.2%,94,161,58.4%,5.7%,-0.7%
51710004700,51,VA,710,Norfolk city,004700,154,7,94,7.4%,6,162,3.7%,31,62,50.0%,5.7%,-0.7%
51710004800,51,VA,710,Norfolk city,004800,468,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",3,465,0.6%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",5.7%,-0.7%
51710004900,51,VA,710,Norfolk city,004900,883,8,618,1.3%,15,"1,570",1.0%,34,407,8.4%,5.7%,-0.7%
51710005000,51,VA,710,Norfolk city,005000,379,12,158,7.6%,7,378,1.9%,54,104,51.9%,5.7%,-0.7%
51710005100,51,VA,710,Norfolk city,005100,362,14,179,7.8%,3,374,0.8%,62,118,52.5%,5.7%,-0.7%
51710005200,51,VA,710,Norfolk city,005200,"1,155",25,247,10.1%,9,"1,250",0.7%,109,163,66.9%,5.7%,-0.7%
51710005300,51,VA,710,Norfolk city,005300,822,24,272,8.8%,7,894,0.8%,106,179,59.2%,5.7%,-0.7%
51710005500,51,VA,710,Norfolk city,005500,"1,098",36,554,6.5%,24,"1,212",2.0%,156,365,42.7%,5.7%,-0.7%
51710005601,51,VA,710,Norfolk city,005601,"1,562",43,"1,012",4.2%,10,"1,597",0.6%,185,667,27.7%,5.7%,-0.7%
51710005602,51,VA,710,Norfolk city,005602,"1,330",32,625,5.1%,9,"1,390",0.6%,138,412,33.5%,5.7%,-0.7%
51710005701,51,VA,710,Norfolk city,005701,"1,884",37,419,8.8%,18,"2,065",0.9%,162,276,58.7%,5.7%,-0.7%
51710005702,51,VA,710,Norfolk city,005702,"1,001",53,642,8.3%,7,"1,080",0.6%,231,423,54.6%,5.7%,-0.7%
51710005800,51,VA,710,Norfolk city,005800,"1,848",51,577,8.8%,9,"2,109",0.4%,220,380,57.9%,5.7%,-0.7%
51710005901,51,VA,710,Norfolk city,005901,"1,611",48,496,9.7%,16,"1,811",0.9%,206,327,63.0%,5.7%,-0.7%
51710005902,51,VA,710,Norfolk city,005902,"1,528",52,739,7.0%,7,"1,564",0.4%,224,487,46.0%,5.7%,-0.7%
51710005903,51,VA,710,Norfolk city,005903,659,17,269,6.3%,3,766,0.4%,74,177,41.8%,5.7%,-0.7%
51710006000,51,VA,710,Norfolk city,006000,"1,399",58,947,6.1%,7,"1,456",0.5%,249,624,39.9%,5.7%,-0.7%
51710006100,51,VA,710,Norfolk city,006100,"2,779",114,"1,621",7.0%,35,"3,079",1.1%,491,"1,068",46.0%,5.7%,-0.7%
51710006200,51,VA,710,Norfolk city,006200,"1,215",51,739,6.9%,9,"1,300",0.7%,220,487,45.2%,5.7%,-0.7%
51710006300,51,VA,710,Norfolk city,006300,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,#NULL!,0.0%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51710006400,51,VA,710,Norfolk city,006400,"1,332",44,651,6.8%,3,"1,413",0.2%,190,429,44.3%,5.7%,-0.7%
51710006501,51,VA,710,Norfolk city,006501,"1,300",8,349,2.3%,54,"1,468",3.7%,34,230,14.8%,5.7%,-0.7%
51710006502,51,VA,710,Norfolk city,006502,"1,326",5,416,1.2%,61,"1,222",5.0%,21,274,7.7%,5.7%,-0.7%
51710006601,51,VA,710,Norfolk city,006601,235,2,112,1.8%,0,271,0.0%,6,74,8.1%,5.7%,-0.7%
51710006602,51,VA,710,Norfolk city,006602,971,22,490,4.5%,0,"1,004",0.0%,93,323,28.8%,5.7%,-0.7%
51710006603,51,VA,710,Norfolk city,006603,992,24,583,4.1%,2,"1,007",0.2%,101,384,26.3%,5.7%,-0.7%
51710006604,51,VA,710,Norfolk city,006604,939,12,253,4.7%,4,789,0.5%,50,167,29.9%,5.7%,-0.7%
51710006605,51,VA,710,Norfolk city,006605,"1,103",11,338,3.3%,4,"1,235",0.3%,47,223,21.1%,5.7%,-0.7%
51710006606,51,VA,710,Norfolk city,006606,"1,832",25,627,4.0%,7,"1,825",0.4%,108,413,26.2%,5.7%,-0.7%
51710006607,51,VA,710,Norfolk city,006607,"1,101",39,747,5.2%,6,"1,152",0.5%,165,492,33.5%,5.7%,-0.7%
51710006700,51,VA,710,Norfolk city,006700,54,0,3,0.0%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,2,0.0%,5.7%,-0.7%
51710006800,51,VA,710,Norfolk city,006800,635,16,355,4.5%,6,641,0.9%,67,234,28.6%,5.7%,-0.7%
51710006901,51,VA,710,Norfolk city,006901,"1,264",41,546,7.5%,4,"1,429",0.3%,175,360,48.6%,5.7%,-0.7%
51710006902,51,VA,710,Norfolk city,006902,"1,046",25,521,4.8%,3,"1,090",0.3%,106,343,30.9%,5.7%,-0.7%
51710007001,51,VA,710,Norfolk city,007001,596,0,5,0.0%,0,581,0.0%,2,3,66.7%,5.7%,-0.7%
51710007002,51,VA,710,Norfolk city,007002,"1,327",52,780,6.7%,14,"1,521",0.9%,222,514,43.2%,5.7%,-0.7%
51720990100,51,VA,720,Norton city,990100,"1,730",14,244,5.7%,204,"1,874",10.9%,61,161,37.9%,6.2%,0.0%
51730810100,51,VA,730,Petersburg city,810100,"1,136",14,123,11.4%,122,"1,313",9.3%,58,81,71.6%,7.8%,-0.4%
51730810200,51,VA,730,Petersburg city,810200,312,2,17,11.8%,16,322,5.0%,6,11,54.5%,7.8%,-0.4%
51730810300,51,VA,730,Petersburg city,810300,"1,192",27,311,8.7%,220,"1,364",16.1%,105,205,51.2%,7.8%,-0.4%
51730810400,51,VA,730,Petersburg city,810400,575,9,74,12.2%,177,836,21.2%,36,49,73.5%,7.8%,-0.4%
51730810500,51,VA,730,Petersburg city,810500,"1,982",49,455,10.8%,76,"2,321",3.3%,196,300,65.3%,7.8%,-0.4%
51730810600,51,VA,730,Petersburg city,810600,791,13,140,9.3%,85,939,9.1%,51,92,55.4%,7.8%,-0.4%
51730810700,51,VA,730,Petersburg city,810700,"1,117",12,121,9.9%,135,"1,277",10.6%,48,80,60.0%,7.8%,-0.4%
51730810800,51,VA,730,Petersburg city,810800,902,15,173,8.7%,189,"1,009",18.7%,58,114,50.9%,7.8%,-0.4%
51730810900,51,VA,730,Petersburg city,810900,"1,417",58,607,9.6%,27,"1,477",1.8%,231,400,57.8%,7.8%,-0.4%
51730811000,51,VA,730,Petersburg city,811000,"1,982",54,713,7.6%,56,"2,355",2.4%,210,470,44.7%,7.8%,-0.4%
51730811100,51,VA,730,Petersburg city,811100,"1,010",37,425,8.7%,3,"1,209",0.2%,144,280,51.4%,7.8%,-0.4%
51730811200,51,VA,730,Petersburg city,811200,"1,379",40,434,9.2%,15,"1,439",1.0%,159,286,55.6%,7.8%,-0.4%
51735000000,51,VA,735,Poquoson city,000000,0,#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51735340100,51,VA,735,Poquoson city,340100,"1,218",2,730,0.3%,10,"1,363",0.7%,32,481,6.7%,3.5%,-0.7%
51735340200,51,VA,735,Poquoson city,340200,"1,911",9,891,1.0%,31,"2,051",1.5%,69,587,11.8%,3.5%,-0.7%
51735340300,51,VA,735,Poquoson city,340300,"1,037",17,725,2.3%,24,"1,184",2.0%,96,478,20.1%,3.5%,-0.7%
51740210200,51,VA,740,Portsmouth city,210200,"1,058",16,478,3.3%,38,"1,105",3.4%,71,315,22.5%,5.3%,-0.7%
51740210300,51,VA,740,Portsmouth city,210300,876,34,650,5.2%,15,"1,006",1.5%,149,428,34.8%,5.3%,-0.7%
51740210400,51,VA,740,Portsmouth city,210400,645,7,308,2.3%,8,759,1.1%,30,203,14.8%,5.3%,-0.7%
51740210500,51,VA,740,Portsmouth city,210500,765,13,132,9.8%,7,748,0.9%,56,87,64.4%,5.3%,-0.7%
51740210600,51,VA,740,Portsmouth city,210600,758,24,467,5.1%,10,781,1.3%,106,308,34.4%,5.3%,-0.7%
51740210700,51,VA,740,Portsmouth city,210700,553,20,340,5.9%,33,881,3.7%,88,224,39.3%,5.3%,-0.7%
51740210800,51,VA,740,Portsmouth city,210800,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,#NULL!,0.0%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51740210900,51,VA,740,Portsmouth city,210900,"1,717",8,431,1.9%,8,"1,818",0.4%,37,284,13.0%,5.3%,-0.7%
51740211100,51,VA,740,Portsmouth city,211100,295,10,118,8.5%,13,648,2.0%,43,78,55.1%,5.3%,-0.7%
51740211400,51,VA,740,Portsmouth city,211400,956,21,223,9.4%,410,888,46.2%,91,147,61.9%,5.3%,-0.7%
51740211500,51,VA,740,Portsmouth city,211500,653,23,316,7.3%,108,745,14.5%,101,208,48.6%,5.3%,-0.7%
51740211600,51,VA,740,Portsmouth city,211600,"1,719",53,"1,081",4.9%,11,"1,782",0.6%,237,712,33.3%,5.3%,-0.7%
51740211700,51,VA,740,Portsmouth city,211700,"1,271",42,463,9.1%,63,"1,406",4.5%,184,305,60.3%,5.3%,-0.7%
51740211800,51,VA,740,Portsmouth city,211800,"1,257",35,370,9.5%,31,"1,367",2.3%,153,244,62.7%,5.3%,-0.7%
51740211900,51,VA,740,Portsmouth city,211900,727,29,310,9.4%,9,853,1.1%,129,204,63.2%,5.3%,-0.7%
51740212000,51,VA,740,Portsmouth city,212000,771,24,255,9.4%,33,837,3.9%,106,168,63.1%,5.3%,-0.7%
51740212100,51,VA,740,Portsmouth city,212100,757,9,103,8.7%,3,624,0.5%,39,68,57.4%,5.3%,-0.7%
51740212200,51,VA,740,Portsmouth city,212200,12,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,6,0.0%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",5.3%,-0.7%
51740212300,51,VA,740,Portsmouth city,212300,"1,783",61,832,7.3%,76,"2,084",3.6%,269,548,49.1%,5.3%,-0.7%
51740212400,51,VA,740,Portsmouth city,212400,"1,308",27,411,6.6%,2,"1,456",0.1%,118,271,43.5%,5.3%,-0.7%
51740212500,51,VA,740,Portsmouth city,212500,855,33,480,6.9%,5,884,0.6%,144,316,45.6%,5.3%,-0.7%
51740212600,51,VA,740,Portsmouth city,212600,"1,025",17,238,7.1%,6,464,1.3%,74,157,47.1%,5.3%,-0.7%
51740212701,51,VA,740,Portsmouth city,212701,"1,892",82,"1,112",7.4%,125,"1,969",6.3%,363,733,49.5%,5.3%,-0.7%
51740212702,51,VA,740,Portsmouth city,212702,"1,367",69,780,8.8%,14,"1,401",1.0%,303,514,58.9%,5.3%,-0.7%
51740212800,51,VA,740,Portsmouth city,212800,"3,245",56,"1,193",4.7%,73,"3,408",2.1%,250,786,31.8%,5.3%,-0.7%
51740212900,51,VA,740,Portsmouth city,212900,"2,202",66,"1,430",4.6%,38,"2,334",1.6%,294,942,31.2%,5.3%,-0.7%
51740213001,51,VA,740,Portsmouth city,213001,"2,138",64,"1,777",3.6%,15,"2,477",0.6%,284,"1,171",24.3%,5.3%,-0.7%
51740213002,51,VA,740,Portsmouth city,213002,"1,819",30,"1,037",2.9%,4,"1,981",0.2%,134,683,19.6%,5.3%,-0.7%
51740213101,51,VA,740,Portsmouth city,213101,"1,985",46,625,7.4%,9,"2,137",0.4%,204,412,49.5%,5.3%,-0.7%
51740213103,51,VA,740,Portsmouth city,213103,"2,663",93,"1,677",5.5%,11,"2,386",0.5%,413,"1,105",37.4%,5.3%,-0.7%
51740213104,51,VA,740,Portsmouth city,213104,"1,065",107,"1,581",6.8%,0,"1,826",0.0%,475,"1,042",45.6%,5.3%,-0.7%
51750010100,51,VA,750,Radford city,010100,"3,006",9,417,2.2%,65,"3,280",2.0%,30,275,10.9%,6.9%,0.0%
51750010200,51,VA,750,Radford city,010200,"2,798",27,891,3.0%,116,"3,452",3.4%,102,587,17.4%,6.9%,0.0%
51760010200,51,VA,760,Richmond city,010200,"2,111",15,821,1.8%,10,"2,427",0.4%,58,541,10.7%,6.2%,-0.4%
51760010300,51,VA,760,Richmond city,010300,633,12,141,8.5%,33,773,4.3%,49,93,52.7%,6.2%,-0.4%
51760010400,51,VA,760,Richmond city,010400,"3,051",18,"1,073",1.7%,94,"3,066",3.1%,67,707,9.5%,6.2%,-0.4%
51760010500,51,VA,760,Richmond city,010500,662,17,290,5.9%,16,721,2.2%,71,191,37.2%,6.2%,-0.4%
51760010600,51,VA,760,Richmond city,010600,923,20,384,5.2%,91,914,10.0%,85,253,33.6%,6.2%,-0.4%
51760010700,51,VA,760,Richmond city,010700,"1,045",39,428,9.1%,175,"1,205",14.5%,168,282,59.6%,6.2%,-0.4%
51760010800,51,VA,760,Richmond city,010800,"1,580",55,536,10.3%,156,"1,683",9.3%,234,353,66.3%,6.2%,-0.4%
51760010900,51,VA,760,Richmond city,010900,"1,076",44,416,10.6%,122,"1,274",9.6%,190,274,69.3%,6.2%,-0.4%
51760011000,51,VA,760,Richmond city,011000,"1,007",27,310,8.7%,124,978,12.7%,113,204,55.4%,6.2%,-0.4%
51760011100,51,VA,760,Richmond city,011100,"1,084",22,311,7.1%,108,"1,090",9.9%,94,205,45.9%,6.2%,-0.4%
51760020100,51,VA,760,Richmond city,020100,594,4,38,10.5%,13,655,2.0%,18,25,72.0%,6.2%,-0.4%
51760020200,51,VA,760,Richmond city,020200,"1,575",14,135,10.4%,61,"1,628",3.7%,58,89,65.2%,6.2%,-0.4%
51760020300,51,VA,760,Richmond city,020300,730,20,197,10.2%,96,833,11.5%,85,130,65.4%,6.2%,-0.4%
51760020400,51,VA,760,Richmond city,020400,"1,428",9,91,9.9%,76,"1,513",5.0%,37,60,61.7%,6.2%,-0.4%
51760020500,51,VA,760,Richmond city,020500,"1,146",7,247,2.8%,49,"2,314",2.1%,29,163,17.8%,6.2%,-0.4%
51760020600,51,VA,760,Richmond city,020600,769,11,341,3.2%,46,862,5.3%,46,225,20.4%,6.2%,-0.4%
51760020700,51,VA,760,Richmond city,020700,582,9,111,8.1%,71,652,10.9%,39,73,53.4%,6.2%,-0.4%
51760020800,51,VA,760,Richmond city,020800,726,13,346,3.8%,49,728,6.7%,55,228,24.1%,6.2%,-0.4%
51760020900,51,VA,760,Richmond city,020900,"1,225",36,392,9.2%,322,"1,465",22.0%,152,258,58.9%,6.2%,-0.4%
