Address,DateTime,Number,Type,Category
ROANOKE RD / TRUMP LN,2018-11-28,2018-00023194,Reckless Driving,Traffic,-80.2598405275,37.1683939316
,2018-11-28,2018-00023195,Traffic Stop,Traffic,-80.5568058596,37.099328905
1100 BLOCK HIGHTOP RD,2018-11-28,2018-00023199,Reckless Driving,Traffic,-80.4244753419,37.1901538293
HIGH ROCK HILL RD  / LABURNUM RD,2018-11-28,2018-00023200,Traffic Stop,Traffic,-80.3575099733,37.053757065
,2018-11-28,2018-00023202,Traffic Stop,Traffic,-80.5390951687,37.0989602859
PANDAPAS POND RD / CRAIG CREEK RD,2018-11-28,2018-00023206,Traffic Stop,Traffic,-80.4614900105,37.285616274
1700 BLOCK TYLER RD,2018-11-28,2018-00023211,Traffic Stop,Traffic,-80.523484602,37.11349904
RINER RD  / LITTLE CAMP RD,2018-11-28,2018-00023213,Reckless Driving,Traffic,-80.4259022786,37.0158103995
1700 BLOCK TYLER RD,2018-11-28,2018-00023214,Traffic Stop,Traffic,-80.523484602,37.11349904
ROANOKE RD / TRUMP LN,2018-11-28,2018-00023215,Radar,Traffic,-80.2598405275,37.1683939316
1700 BLOCK TYLER RD,2018-11-28,2018-00023217,Traffic Stop,Traffic,-80.523484602,37.11349904
ALLEGHANY SPRING RD / FLICK DR,2018-11-28,2018-00023222,Traffic Stop,Traffic,-80.2658795134,37.1420503126
JENNELLE RD / SOUTH MAIN ST,2018-11-28,2018-00023225,Reckless Driving,Traffic,-80.4133068081,37.1796954781
,2018-11-28,2018-00023226,Motor Vehicle Crash,Traffic,-80.405039099,37.1521942224
PEPPERS FERRY RD  / WALTON RD,2018-11-28,2018-00023229,DUI,Traffic,-80.5159117989,37.1714863415
RADFORD RD  / TRUMAN AVE,2018-11-28,2018-00027319,Reckless Driving,Traffic,-80.5116259974,37.1309451651
RADFORD RD  / TRUMAN AVE,2018-11-28,2018-00023231,Reckless Driving,Traffic,-80.5116259974,37.1309451651
4300 BLOCK PRICES FORK RD,2018-11-28,2018-00023233,Traffic Stop,Traffic,-80.4945195172,37.208176407
3000 BLOCK RINER RD,2018-11-28,2018-00023234,Motor Vehicle Crash,Traffic,-80.4496737824,37.0916168019
LAGOON DR / MASS CIR,2018-11-28,2018-00023235,Reckless Driving,Traffic,-80.4989673592,37.1738526097
DEN HILL RD  / ROANOKE RD,2018-11-28,2018-00023236,Traffic Hazard,Traffic,-80.307644743,37.1547090417
PEPPERS FERRY RD  / WALTON RD,2018-11-29,2018-00023243,Motor Vehicle Crash,Traffic,-80.5159117989,37.1714863415
VICKER SWITCH RD / PEPPERS FERRY RD,2018-11-29,2018-00023244,Traffic Stop,Traffic,-80.471893459,37.1705669359
4600 BLOCK CROZIER RD,2018-11-29,2018-00023252,Reckless Driving,Traffic,-80.2296965679,37.2049202456
7600 BLOCK ROANOKE RD,2018-11-29,2018-00023255,Traffic Stop,Traffic,-80.2407225142,37.1732090096
AUTUMN LN / PANDAPAS POND RD,2018-11-29,2018-00023262,Traffic Stop,Traffic,-80.4323724616,37.278723744
MTN MISSION CHURCH RD  / PANDAPAS POND RD,2018-11-29,2018-00023265,Traffic Stop,Traffic,-80.4417195564,37.280481183
,2018-11-29,2018-00023267,Traffic Stop,Traffic,-80.4946988185,37.0943803143
4100 BLOCK PANDAPAS POND RD,2018-11-29,2018-00023268,Traffic Stop,Traffic,-80.4672161724,37.2858304346
,2018-11-29,2018-00023271,Traffic Stop,Traffic,-80.4946988185,37.0943803143
MTN MISSION CHURCH RD  / BRUSH MTN RD,2018-11-29,2018-00023272,Traffic Stop,Traffic,-80.4417195564,37.280481183
4100 BLOCK PANDAPAS POND RD,2018-11-29,2018-00023273,Traffic Stop,Traffic,-80.4672161724,37.2858304346
1700 BLOCK TYLER RD,2018-11-29,2018-00023274,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-11-29,2018-00023277,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-11-29,2018-00023279,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-11-29,2018-00023285,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-11-29,2018-00023287,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-11-29,2018-00023291,Traffic Stop,Traffic,-80.523484602,37.11349904
,2018-11-29,2018-00023295,Traffic Stop,Traffic,-80.332934029,37.1498835178
,2018-11-29,2018-00023300,Motor Vehicle Crash,Traffic,-80.4159902198,37.1677621504
RINER RD  / SMITH CREEK RD,2018-11-29,2018-00023303,Motor Vehicle Crash,Traffic,-80.431183708,37.1041589427
2800 BLOCK RINER RD,2018-11-29,2018-00023306,Motor Vehicle Crash,Traffic,-80.4445347863,37.0977460625
TYLER RD / MEADOW CREEK RD,2018-11-29,2018-00023308,Motor Vehicle Crash,Traffic,-80.5068377531,37.0935345527
TYLER RD / MEADOW CREEK RD,2018-11-29,2018-00023309,Motor Vehicle Crash,Traffic,-80.5068377531,37.0935345527
4000 BLOCK RINER RD,2018-11-29,2018-00023310,Motor Vehicle Crash,Traffic,-80.4411634978,37.0661144941
5100 BLOCK NORTH FORK RD,2018-11-29,2018-00023314,Motor Vehicle Crash,Traffic,-80.2405724514,37.2341048633
,2018-11-29,2018-00027383,Traffic Stop,Traffic,-80.4148551659,37.1656829369
WALTON RD  / SPAULDING RD,2018-11-29,2018-00023321,Traffic Stop,Traffic,-80.4907981188,37.1413597851
5100 BLOCK NORTH FORK RD,2018-11-29,2018-00023324,Hit and Run,Traffic,-80.2405724514,37.2341048633
PEPPERS FERRY RD  / ARSENAL CIR,2018-11-30,2018-00023326,Traffic Stop,Traffic,-80.5401476694,37.1675645362
3000 BLOCK RINER RD,2018-11-30,2018-00023329,Traffic Stop,Traffic,-80.4496737824,37.0916168019
4400 BLOCK SENECA HOLLOW RD,2018-11-30,2018-00023330,Motor Vehicle Crash,Traffic,-80.2412990933,37.2003502421
PEPPERS FERRY RD / DOMINION DR,2018-11-30,2018-00027423,Reckless Driving,Traffic,-80.4574755876,37.1660997215
,2018-11-30,2018-00027446,Reckless Driving,Traffic,-80.4159902198,37.1677621504
PEPPERS FERRY RD  / VICTORIA LN,2018-11-30,2018-00023371,Hit and Run,Traffic,-80.503635222,37.1706750623
BRAKE RD  / DUKE LN,2018-11-30,2018-00023372,Traffic Stop,Traffic,-80.2145588571,37.2045400683
MERRIMAC RD  / PRICES FORK RD,2018-11-30,2018-00023376,Traffic Hazard,Traffic,-80.4690459318,37.2153164205
COAL BANK HOLLOW RD  / PEARMAN RD,2018-11-30,2018-00019522,Motor Vehicle Crash,Traffic,-80.4144390253,37.2775319905
COAL BANK HOLLOW RD  / PEARMAN RD,2018-11-30,2018-00023373,Motor Vehicle Crash,Traffic,-80.4144390253,37.2775319905
,2018-11-30,2018-00023377,Traffic Hazard,Traffic,-80.4148551659,37.1656829369
4100 BLOCK PANDAPAS POND RD,2018-11-30,2018-00023378,Traffic Stop,Traffic,-80.4672161724,37.2858304346
PANDAPAS POND RD / BRUSH MTN RD,2018-11-30,2018-00023379,Traffic Stop,Traffic,-80.4417272041,37.2803189236
PANDAPAS POND RD / BRUSH MTN RD,2018-11-30,2018-00023381,Traffic Stop,Traffic,-80.4417272041,37.2803189236
PANDAPAS POND RD / BRUSH MTN RD,2018-11-30,2018-00023382,Traffic Stop,Traffic,-80.4417272041,37.2803189236
PEPPERS FERRY RD  / NOLEN RD,2018-11-30,2018-00027467,Traffic Stop,Traffic,-80.4552163054,37.1653099355
YELLOW SULPHUR RD  / JENNELLE RD,2018-11-30,2018-00019537,Traffic Stop,Traffic,-80.3973914931,37.1839922745
PEPPERS FERRY RD / DOMINION DR,2018-11-30,2018-00027468,Traffic Stop,Traffic,-80.4503652517,37.1636495368
PEPPERS FERRY RD / DOMINION DR,2018-11-30,2018-00027469,Traffic Stop,Traffic,-80.4503652517,37.1636495368
2400 BLOCK PEPPERS FERRY RD,2018-11-30,2018-00023385,Traffic Stop,Traffic,-80.4817209411,37.1713264492
PEPPERS FERRY RD / DOMINION DR,2018-11-30,2018-00027470,Traffic Stop,Traffic,-80.4503652517,37.1636495368
PEPPERS FERRY RD / DOMINION DR,2018-11-30,2018-00027472,Traffic Stop,Traffic,-80.4503652517,37.1636495368
RADFORD RD  / BARRINGER MOUNTAIN RD,2018-11-30,2018-00023387,Reckless Driving,Traffic,-80.4553128523,37.1315489833
1500 BLOCK PEPPERS FERRY RD,2018-11-30,2018-00027475,Traffic Stop,Traffic,-80.450799782,37.166693889
PEPPERS FERRY RD  / SHIRE LN,2018-11-30,2018-00023389,Traffic Stop,Traffic,-80.5032557705,37.170648509
PEPPERS FERRY RD  / SHIRE LN,2018-11-30,2018-00027476,Traffic Stop,Traffic,-80.5032557705,37.170648509
1500 BLOCK TURNBERRY LN,2018-11-30,2018-00023388,Traffic Stop,Traffic,-80.4420526669,37.075939139
3800 BLOCK RINER RD,2018-11-30,2018-00023390,Traffic Stop,Traffic,-80.4433396326,37.0704836465
,2018-12-01,2018-00023391,Traffic Stop,Traffic,-80.2969855175,37.1799818185
,2018-12-01,2018-00027485,Traffic Stop,Traffic,-80.3931267449,37.1461842148
,2018-12-01,2018-00027488,Reckless Driving,Traffic,-80.4159902198,37.1677621504
LITTLE RIVER RD / PETERSON DR,2018-12-01,2018-00000551,Motor Vehicle Crash- W/Injuries,Traffic,-80.5780068633,37.0899235897
LITTLE RIVER RD / PETERSON DR,2018-12-01,2018-00000160,Motor Vehicle Crash- W/Injuries,Traffic,-80.5780068633,37.0899235897
LITTLE RIVER RD / PETERSON DR,2018-12-01,2018-00023398,Motor Vehicle Crash- W/Injuries,Traffic,-80.5780068633,37.0899235897
2700 BLOCK MEADOW CREEK RD,2018-12-01,2018-00023406,Motor Vehicle Crash,Traffic,-80.4743551295,37.0903979141
PANDAPAS POND RD / BRUSH MTN RD,2018-12-01,2018-00023412,Reckless Driving,Traffic,-80.4417272041,37.2803189236
PANDAPAS POND RD / BRUSH MTN RD,2018-12-01,2018-00019585,Reckless Driving,Traffic,-80.4417272041,37.2803189236
1700 BLOCK TYLER RD,2018-12-01,2018-00023413,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-12-01,2018-00023415,Traffic Stop,Traffic,-80.523484602,37.11349904
MERRIMAC RD / BLACKROCK DR,2018-12-01,2018-00023423,Traffic Stop,Traffic,-80.4233661515,37.1851201484
MERRIMAC RD  / OILWELL RD,2018-12-01,2018-00023424,Traffic Stop,Traffic,-80.4267932073,37.193131982
600 BLOCK MERRIMAC RD,2018-12-01,2018-00023426,Motor Vehicle Crash,Traffic,-80.4238750484,37.1857434584
000 BLOCK RD INTERSTATE 81 S RAMP,2018-12-01,2018-00023430,Reckless Driving,Traffic,-80.5089012914,37.0987706485
2100 BLOCK GARDNER ST,2018-12-01,2018-00023429,Motor Vehicle Crash,Traffic,-80.2061744628,37.2311020746
PEPPERS FERRY RD / DOMINION DR,2018-12-01,2018-00027581,Traffic Stop,Traffic,-80.4503652517,37.1636495368
PEPPERS FERRY RD  / NOLEN RD,2018-12-01,2018-00027584,Traffic Stop,Traffic,-80.4552163054,37.1653099355
PEPPERS FERRY RD / DOMINION DR,2018-12-01,2018-00027586,Traffic Stop,Traffic,-80.4503652517,37.1636495368
1600 BLOCK PEPPERS FERRY RD,2018-12-02,2018-00023437,Traffic Stop,Traffic,-80.4550923128,37.1661558611
4300 BLOCK PRICES FORK RD,2018-12-02,2018-00023440,Traffic Stop,Traffic,-80.4945195172,37.208176407
200 BLOCK ALLEGHANY SPRING RD,2018-12-02,2018-00023443,Traffic Stop,Traffic,-80.2559904571,37.1677438685
4300 BLOCK PRICES FORK RD,2018-12-02,2018-00023445,Traffic Stop,Traffic,-80.4945195172,37.208176407
4300 BLOCK PRICES FORK RD,2018-12-02,2018-00023446,Traffic Stop,Traffic,-80.4945195172,37.208176407
4300 BLOCK PRICES FORK RD,2018-12-02,2018-00023449,Traffic Stop,Traffic,-80.4945195172,37.208176407
1300 BLOCK JENNELLE RD,2018-12-02,2018-00023461,Reckless Driving,Traffic,-80.3725573271,37.1915215952
3000 BLOCK GEORGES RUN RD,2018-12-02,2018-00023466,Reckless Driving,Traffic,-80.2889229471,37.1272057297
,2018-12-02,2018-00023471,Traffic Hazard,Traffic,-80.4148551659,37.1656829369
4100 BLOCK MCCOY RD,2018-12-02,2018-00023478,Reckless Driving,Traffic,-80.5275640394,37.2089981337
1700 BLOCK TYLER RD,2018-12-02,2018-00023491,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-12-02,2018-00023493,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-12-02,2018-00023494,Traffic Stop,Traffic,-80.523484602,37.11349904
3800 BLOCK MORNING GLORY DR,2018-12-03,2018-00023497,Traffic Stop,Traffic,-80.5158291882,37.1615025188
4200 BLOCK PRICES FORK RD,2018-12-03,2018-00023498,Traffic Stop,Traffic,-80.4911099786,37.2088341367
3400 BLOCK PEPPERS FERRY RD,2018-12-03,2018-00023500,Traffic Stop,Traffic,-80.5159223767,37.171887322
,2018-12-03,2018-00023501,Traffic Stop,Traffic,-80.4768258515,37.0956358932
4000 BLOCK PRICES FORK RD,2018-12-03,2018-00019688,Radar,Traffic,-80.4875995984,37.2110876869
,2018-12-03,2018-00023507,Traffic Hazard,Traffic,-80.4148551659,37.1656829369
SWITCHBACK RD  / SPAULDING RD,2018-12-03,2018-00023517,Traffic Hazard,Traffic,-80.4798256277,37.1440578254
PEPPERS FERRY RD / DOMINION DR,2018-12-03,2018-00027667,Traffic Stop,Traffic,-80.4574755876,37.1660997215
ROCK RD / RADFORD RD,2018-12-03,2018-00023536,Motor Vehicle Crash,Traffic,-80.5083541179,37.1286075666
PEPPERS FERRY RD / DOMINION DR,2018-12-03,2018-00027697,Traffic Stop,Traffic,-80.4503652517,37.1636495368
CROSSCREEK DR / GREEN RIDGE RD,2018-12-03,2018-00023545,Motor Vehicle Crash,Traffic,-80.3590650207,37.1454969356
,2018-12-03,2018-00023548,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
ROANOKE RD  / CALLOWAY ST,2018-12-03,2018-00023552,Traffic Stop,Traffic,-80.2313584418,37.2169568275
HIGHTOP RD  / HUCKLEBERRY LN,2018-12-03,2018-00023554,Traffic Stop,Traffic,-80.4172626941,37.18912939
3100 BLOCK NORTH FORK RD,2018-12-03,2018-00023557,Traffic Stop,Traffic,-80.2842041005,37.2132544457
PRICES FORK RD  / COAL HOLLOW RD,2018-12-04,2018-00023563,Motor Vehicle Crash,Traffic,-80.5010923336,37.1911351451
RADFORD RD  / BLAIR ST,2018-12-04,2018-00023568,Hit and Run,Traffic,-80.4944815823,37.1296863165
3500 BLOCK NOLLEY RD,2018-12-04,2018-00023570,Traffic Hazard,Traffic,-80.408496851,37.077781277
3800 BLOCK PRICES FORK RD,2018-12-04,2018-00002903,Motor Vehicle Crash- W/Injuries,Traffic,-80.4804880527,37.2123737941
3800 BLOCK PRICES FORK RD,2018-12-04,2018-00001133,Motor Vehicle Crash- W/Injuries,Traffic,-80.4804880527,37.2123737941
3800 BLOCK PRICES FORK RD,2018-12-04,2018-00023572,Motor Vehicle Crash- W/Injuries,Traffic,-80.4804880527,37.2123737941
4000 BLOCK PRICES FORK RD,2018-12-04,2018-00023573,Motor Vehicle Crash- W/Injuries,Traffic,-80.4875995984,37.2110876869
4000 BLOCK PRICES FORK RD,2018-12-04,2018-00002904,Motor Vehicle Crash- W/Injuries,Traffic,-80.4875995984,37.2110876869
4000 BLOCK PRICES FORK RD,2018-12-04,2018-00001134,Motor Vehicle Crash- W/Injuries,Traffic,-80.4875995984,37.2110876869
3400 BLOCK PEPPERS FERRY RD,2018-12-04,2018-00023583,Traffic Stop,Traffic,-80.5159223767,37.171887322
4400 BLOCK OLD PIKE RD,2018-12-04,2018-00023587,Radar,Traffic,-80.3557939936,37.0497239648
5000 BLOCK PILOT RD,2018-12-04,2018-00023588,Traffic Stop,Traffic,-80.3593527791,37.0531632532
OLD PIKE RD  / GOLD RUSH RD,2018-12-04,2018-00023590,Traffic Stop,Traffic,-80.342842777,37.0362085451
,2018-12-04,2018-00001297,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
,2018-12-04,2018-00023592,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
,2018-12-04,2018-00027774,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
8800 BLOCK ROANOKE RD,2018-12-04,2018-00023604,Traffic Hazard,Traffic,-80.234757647,37.2094237862
CAMP CARYSBROOK RD  / RINER RD,2018-12-04,2018-00023609,Motor Vehicle Crash,Traffic,-80.4393881827,37.0329069323
ROANOKE RD  / DEN HILL RD,2018-12-04,2018-00023610,Traffic Stop,Traffic,-80.307644743,37.1547090417
6600 BLOCK ROANOKE RD,2018-12-04,2018-00023612,Motor Vehicle Crash,Traffic,-80.2607620353,37.1687570163
NELLIES CAVE RD  / FOREST VIEW LN,2018-12-04,2018-00023613,Traffic Stop,Traffic,-80.3834980347,37.2141255464
ROCK RD / RADFORD RD,2018-12-04,2018-00023620,Traffic Stop,Traffic,-80.5083541179,37.1286075666
BRAKE RD  / CALLOWAY ST,2018-12-04,2018-00023621,Traffic Stop,Traffic,-80.224667393,37.2135430153
4000 BLOCK RINER RD,2018-12-04,2018-00023622,Traffic Stop,Traffic,-80.4411907586,37.0654038701
,2018-12-04,2018-00023625,Traffic Stop,Traffic,-80.2402791792,37.2300063048
,2018-12-05,2018-00023626,Traffic Stop,Traffic,-80.297298988,37.1801472519
PEDLAR RD  / NORTH FORK RD,2018-12-05,2018-00023627,Traffic Stop,Traffic,-80.2359689483,37.2332576135
ROANOKE RD  / GARDNER ST,2018-12-05,2018-00023628,Traffic Stop,Traffic,-80.2045559175,37.2293227904
371589838041300 BLOCK 158983 80 41328,2018-12-05,2018-00023629,Traffic Stop,Traffic,-80.4132602712,37.1588992819
000 BLOCK FORK RD INTERSTATE 81 S RAMP,2018-12-05,2018-00023630,Traffic Stop,Traffic,-80.2386976333,37.2331418772
ROANOKE RD / RIFFE ST,2018-12-05,2018-00023633,Traffic Stop,Traffic,-80.2371065041,37.1790707598
,2018-12-05,2018-00023634,Traffic Hazard,Traffic,-80.4148551659,37.1656829369
4000 BLOCK RINER RD,2018-12-05,2018-00023657,Hit and Run,Traffic,-80.4411907586,37.0654038701
3900 BLOCK SOUTH MAIN ST,2018-12-05,2018-00027884,Traffic Stop,Traffic,-80.4151965057,37.1785013788
300 BLOCK FERGUSON DR,2018-12-05,2018-00023672,Motor Vehicle Crash,Traffic,-80.4179451009,37.1770737746
7100 BLOCK ROANOKE RD,2018-12-05,2018-00023674,Traffic Stop,Traffic,-80.251398977,37.1697843806
1600 BLOCK PEPPERS FERRY RD,2018-12-05,2018-00027897,Traffic Stop,Traffic,-80.4550923128,37.1661558611
4100 BLOCK FLATWOODS RD,2018-12-05,2018-00023685,Motor Vehicle Crash,Traffic,-80.2596432751,37.2659744316
4300 BLOCK PRICES FORK RD,2018-12-05,2018-00023687,Traffic Stop,Traffic,-80.4945195172,37.208176407
4300 BLOCK PRICES FORK RD,2018-12-05,2018-00023688,Traffic Stop,Traffic,-80.4945195172,37.208176407
SOUTH MAIN ST / TRIANGLE ST,2018-12-05,2018-00019836,Traffic Stop,Traffic,-80.4097872348,37.1838549198
4300 BLOCK PRICES FORK RD,2018-12-05,2018-00023691,Traffic Stop,Traffic,-80.4945195172,37.208176407
,2018-12-05,2018-00019848,Traffic Stop,Traffic,-80.4159902198,37.1677621504
PEPPERS FERRY RD / DOMINION DR,2018-12-06,2018-00027926,Traffic Stop,Traffic,-80.4574755876,37.1660997215
4300 BLOCK PRICES FORK RD,2018-12-06,2018-00023700,Traffic Stop,Traffic,-80.4945195172,37.208176407
4300 BLOCK PRICES FORK RD,2018-12-06,2018-00023702,Traffic Stop,Traffic,-80.4945195172,37.208176407
1700 BLOCK TYLER RD,2018-12-06,2018-00023704,Traffic Stop,Traffic,-80.523484602,37.11349904
PEPPERS FERRY RD / DOMINION DR,2018-12-06,2018-00027934,Traffic Stop,Traffic,-80.4574755876,37.1660997215
1900 BLOCK OILWELL RD,2018-12-06,2018-00023706,Reckless Driving,Traffic,-80.4526183241,37.1877281203
,2018-12-06,2018-00000242,Motor Vehicle Crash- W/Injuries,Traffic,-80.2269253181,37.239004405
RINER RD  / LIFE DR,2018-12-06,2018-00023708,Traffic Hazard,Traffic,-80.4238510791,37.1118741307
2000 BLOCK PLANK DR,2018-12-06,2018-00002931,Motor Vehicle Crash- W/Injuries,Traffic,-80.3540110791,37.2213844178
2000 BLOCK PLANK DR,2018-12-06,2018-00001145,Motor Vehicle Crash- W/Injuries,Traffic,-80.3540110791,37.2213844178
2000 BLOCK PLANK DR,2018-12-06,2018-00023729,Motor Vehicle Crash- W/Injuries,Traffic,-80.3540110791,37.2213844178
PEPPERS FERRY RD  / MASS CIR,2018-12-06,2018-00023739,Reckless Driving,Traffic,-80.4944973953,37.1714520143
BUCKSKIN RD / CEDAR RUN RD,2018-12-06,2018-00023738,Motor Vehicle Crash,Traffic,-80.3749587416,37.1927021189
400 BLOCK JOI ST,2018-12-06,2018-00023740,Motor Vehicle Crash,Traffic,-80.4976856818,37.175223455
1000 BLOCK LITTON LN,2018-12-07,2018-00023753,Motor Vehicle Crash,Traffic,-80.423167865,37.1969037298
RADFORD RD  / BARRINGER MOUNTAIN RD,2018-12-07,2018-00023757,Motor Vehicle Crash- W/Injuries,Traffic,-80.4553128523,37.1315489833
371589838041300 BLOCK 158983 80 41328,2018-12-07,2018-00023769,Reckless Driving,Traffic,-80.4132602712,37.1588992819
371589838041300 BLOCK 158983 80 41328,2018-12-07,2018-00028053,Reckless Driving,Traffic,-80.4132602712,37.1588992819
RINER RD  / LAUREL RIDGE MILL RD,2018-12-07,2018-00022654,Reckless Driving,Traffic,-80.4209613978,37.0234002579
RINER RD  / LAUREL RIDGE MILL RD,2018-12-07,2018-00028066,Reckless Driving,Traffic,-80.4209613978,37.0234002579
RINER RD  / LAUREL RIDGE MILL RD,2018-12-07,2018-00023774,Reckless Driving,Traffic,-80.4209613978,37.0234002579
PEPPERS FERRY RD  / ROLLING HILLS DR,2018-12-07,2018-00023775,Reckless Driving,Traffic,-80.4604211483,37.1671252483
1200 BLOCK CHRISMAN MILL RD,2018-12-07,2018-00028076,Traffic Stop,Traffic,-80.4468074775,37.1480910265
1200 BLOCK CHRISMAN MILL RD,2018-12-07,2018-00022657,Traffic Stop,Traffic,-80.4468074775,37.1480910265
,2018-12-07,2018-00004202,Motor Vehicle Crash- W/Injuries,Traffic,-80.4946988185,37.0943803143
,2018-12-07,2018-00001010,Motor Vehicle Crash- W/Injuries,Traffic,-80.4946988185,37.0943803143
,2018-12-07,2018-00023794,Traffic Hazard,Traffic,-80.3924313293,37.1457615259
PEPPERS FERRY RD  / NOLEN RD,2018-12-07,2018-00023795,Motor Vehicle Crash,Traffic,-80.4552163054,37.1653099355
PEPPERS FERRY RD / DOMINION DR,2018-12-07,2018-00023798,Reckless Driving,Traffic,-80.4574755876,37.1660997215
PEPPERS FERRY RD / DOMINION DR,2018-12-07,2018-00028095,Reckless Driving,Traffic,-80.4574755876,37.1660997215
PEPPERS FERRY RD  / ARSENAL CIR,2018-12-07,2018-00023799,Reckless Driving,Traffic,-80.5401476694,37.1675645362
1700 BLOCK PEPPERS FERRY RD,2018-12-07,2018-00023800,Traffic Stop,Traffic,-80.4558227101,37.1655222242
3600 BLOCK RADFORD RD,2018-12-07,2018-00023813,Traffic Stop,Traffic,-80.5098881097,37.1290681326
TYLER RD / MEADOW CREEK RD,2018-12-08,2018-00023821,Traffic Stop,Traffic,-80.5068377531,37.0935345527
HILLMAN LN / THOMAS LN,2018-12-08,2018-00023828,Traffic Stop,Traffic,-80.4921541668,37.2066609255
4600 BLOCK PRICES FORK RD,2018-12-08,2018-00023831,Traffic Stop,Traffic,-80.5010909015,37.1979657099
LUSTERS GATE RD  / PLANK DR,2018-12-08,2018-00023835,Motor Vehicle Crash,Traffic,-80.3657448474,37.2218153472
CATAWBA RD / PEPPER RUN RD,2018-12-08,2018-00023838,Motor Vehicle Crash,Traffic,-80.2931569959,37.2901969272
900 BLOCK LUSTERS GATE RD,2018-12-08,2018-00023841,Traffic Stop,Traffic,-80.3667517935,37.192952456
1200 BLOCK GIMMEL CIR,2018-12-08,2018-00023845,Reckless Driving,Traffic,-80.4242825859,37.185575039
3400 BLOCK PEPPERS FERRY RD,2018-12-08,2018-00023847,Motor Vehicle Crash,Traffic,-80.5159223767,37.171887322
MERRIMAC RD  / BURLEY LN,2018-12-08,2018-00023852,Motor Vehicle Crash,Traffic,-80.421547351,37.1787822774
5100 BLOCK NORTH FORK RD,2018-12-08,2018-00023853,Traffic Stop,Traffic,-80.2405724514,37.2341048633
3200 BLOCK PEPPERS FERRY RD,2018-12-08,2018-00023858,Traffic Stop,Traffic,-80.5135854493,37.1725932664
1500 BLOCK THOMAS LN,2018-12-09,2018-00022727,DUI,Traffic,-80.4900668233,37.2032536592
1500 BLOCK THOMAS LN,2018-12-09,2018-00020036,DUI,Traffic,-80.4900668233,37.2032536592
1500 BLOCK THOMAS LN,2018-12-09,2018-00023859,DUI,Traffic,-80.4900668233,37.2032536592
RADFORD RD  / FIRE TOWER RD,2018-12-09,2018-00028213,Reckless Driving,Traffic,-80.5006071554,37.1298514679
RADFORD RD  / FIRE TOWER RD,2018-12-09,2018-00023862,Reckless Driving,Traffic,-80.5006071554,37.1298514679
RINER RD  / VALLEY VIEW CHURCH RD,2018-12-09,2018-00023864,Motor Vehicle Crash,Traffic,-80.4364832514,37.0397372509
,2018-12-09,2018-00023865,Motor Vehicle Crash,Traffic,-80.5125052305,37.0972460461
CHILDRESS RD  / ELK CREEK DR,2018-12-09,2018-00023867,Motor Vehicle Crash,Traffic,-80.4994403652,37.061504944
NORTH FORK RD  / DEN HILL RD,2018-12-09,2018-00023869,Traffic Hazard,Traffic,-80.3528436303,37.1866571223
SWITCHBACK RD  / VICKER SWITCH RD,2018-12-09,2018-00023870,Motor Vehicle Crash- W/Injuries,Traffic,-80.4878786107,37.1637430923
RINER RD  / LAUREL RIDGE MILL RD,2018-12-09,2018-00023872,Motor Vehicle Crash,Traffic,-80.4209613978,37.0234002579
1100 BLOCK JENNELLE RD,2018-12-09,2018-00023885,Motor Vehicle Crash,Traffic,-80.3745855337,37.1890621987
,2018-12-09,2018-00004224,Motor Vehicle Crash- W/Injuries,Traffic,-80.3093735297,37.1698283713
,2018-12-09,2018-00001012,Motor Vehicle Crash- W/Injuries,Traffic,-80.3093735297,37.1698283713
PANDAPAS POND RD  / CRIMSON DR,2018-12-09,2018-00023888,Motor Vehicle Crash,Traffic,-80.4380474314,37.2793058162
000 BLOCK MAIN ST INTERSTATE 81 S RAMP,2018-12-09,2018-00028243,Motor Vehicle Crash,Traffic,-80.5779171679,37.092610561
500 BLOCK SMITH CREEK RD,2018-12-09,2018-00023895,Motor Vehicle Crash,Traffic,-80.400126477,37.0890040195
5100 BLOCK NORTH FORK RD,2018-12-09,2018-00023898,Traffic Hazard,Traffic,-80.2405724514,37.2341048633
,2018-12-09,2018-00000768,Motor Vehicle Crash- W/Injuries,Traffic,-80.2102748295,37.2439669269
,2018-12-09,2018-00000244,Motor Vehicle Crash- W/Injuries,Traffic,-80.2102748295,37.2439669269
ENTERPRISE DR  / NORTH FORK RD,2018-12-10,2018-00023914,Traffic Hazard,Traffic,-80.2127479182,37.2304296567
HARVEST RD / RINER RD,2018-12-10,2018-00023917,Traffic Hazard,Traffic,-80.4283069223,37.0262700601
